step,group,p1_wire,p1_sign,p1_weight_re,p1_weight_im,p1_weight_abs2,p2_wire,p2_sign,p2_weight_re,p2_weight_im,p2_weight_abs2,p3_wire,p3_sign,p3_weight_re,p3_weight_im,p3_weight_abs2
6,couple1,g5.lower→SINK(g5.lower),-,0,-3.999999999999999,15.999999999999991,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.lower→SINK(g4.lower),+,8,0,64
6,couple1,g5.upper→SINK(g5.upper),+,14.928203230275509,0,222.85125168440814,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.upper→SINK(g4.upper),-,0,0,0
6,couple1,g5.lower→SINK(g5.lower),-,0,-3.9999999999999996,15.999999999999996,g6.upper→SINK(g6.upper),-,0,-3.0980762113533165,9.59807621135332,g4.upper→SINK(g4.upper),-,0,0,0
6,couple1,g5.upper→SINK(g5.upper),+,14.928203230275509,0,222.85125168440814,g6.lower→SINK(g6.lower),-,0,-2.098076211353315,4.401923788646681,g4.upper→SINK(g4.upper),-,0,0,0
6,couple1,g5.upper→SINK(g5.upper),-,0,3.9999999999999987,15.99999999999999,g6.upper→SINK(g6.upper),-,0,-3.0980762113533165,9.59807621135332,g4.lower→SINK(g4.lower),+,8,0,64
6,couple1,g5.upper→SINK(g5.upper),-,0,3.9999999999999996,15.999999999999996,g6.upper→SINK(g6.upper),-,0,-3.098076211353317,9.598076211353321,g4.upper→SINK(g4.upper),+,8,0,64
6,couple1,g5.upper→SINK(g5.upper),+,14.928203230275509,0,222.85125168440814,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.upper→SINK(g4.upper),-,0,0,0
6,couple1,g5.lower→SINK(g5.lower),+,1.0717967697244903,0,1.148748315591852,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.upper→SINK(g4.upper),-,0,0,0
6,couple1,g5.lower→SINK(g5.lower),+,1.0717967697244917,0,1.148748315591855,g6.upper→SINK(g6.upper),-,0,-3.0980762113533165,9.59807621135332,g4.lower→SINK(g4.lower),+,8,0,64
6,couple1,g5.lower→SINK(g5.lower),+,1.0717967697244917,0,1.148748315591855,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.lower→SINK(g4.lower),+,8,0,64
6,couple1,g5.upper→SINK(g5.upper),+,14.92820323027551,0,222.8512516844082,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.upper→SINK(g4.upper),+,8,0,64
6,couple1,g5.lower→SINK(g5.lower),-,0,-3.999999999999999,15.999999999999991,g6.upper→SINK(g6.upper),-,0,-3.0980762113533165,9.59807621135332,g4.lower→SINK(g4.lower),+,8,0,64
6,couple1,g5.upper→SINK(g5.upper),-,0,3.9999999999999996,15.999999999999996,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.upper→SINK(g4.upper),+,8,0,64
6,couple1,g5.lower→SINK(g5.lower),-,0,-3.9999999999999996,15.999999999999996,g6.lower→SINK(g6.lower),-,0,-2.098076211353315,4.401923788646681,g4.upper→SINK(g4.upper),-,0,0,0
6,couple1,g5.lower→SINK(g5.lower),+,1.0717967697244903,0,1.148748315591852,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.lower→SINK(g4.lower),-,0,0,0
6,couple1,g5.lower→SINK(g5.lower),-,0,-3.999999999999999,15.999999999999991,g6.lower→SINK(g6.lower),-,0,-2.098076211353315,4.401923788646681,g4.lower→SINK(g4.lower),+,8,0,64
6,couple1,g5.upper→SINK(g5.upper),-,0,3.9999999999999996,15.999999999999996,g6.lower→SINK(g6.lower),-,0,-2.098076211353315,4.401923788646681,g4.upper→SINK(g4.upper),+,8,0,64
6,couple1,g5.lower→SINK(g5.lower),-,0,-3.9999999999999996,15.999999999999996,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.upper→SINK(g4.upper),+,8,0,64
6,couple1,g5.lower→SINK(g5.lower),-,0,-3.999999999999999,15.999999999999991,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.lower→SINK(g4.lower),+,8,0,64
6,couple1,g5.upper→SINK(g5.upper),+,14.928203230275509,0,222.85125168440814,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.lower→SINK(g4.lower),-,0,0,0
6,couple1,g5.lower→SINK(g5.lower),-,0,-3.9999999999999996,15.999999999999996,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.upper→SINK(g4.upper),+,8,0,64
6,couple1,g5.lower→SINK(g5.lower),-,0,-3.9999999999999996,15.999999999999996,g6.upper→SINK(g6.upper),-,0,-3.098076211353317,9.598076211353321,g4.upper→SINK(g4.upper),+,8,0,64
6,couple1,g5.upper→SINK(g5.upper),-,0,3.999999999999999,15.999999999999991,g6.lower→SINK(g6.lower),-,0,-2.098076211353315,4.401923788646681,g4.upper→SINK(g4.upper),-,0,0,0
6,couple1,g5.upper→SINK(g5.upper),-,0,3.9999999999999987,15.99999999999999,g6.upper→SINK(g6.upper),-,0,-3.098076211353317,9.598076211353321,g4.lower→SINK(g4.lower),-,0,0,0
6,couple1,g5.lower→SINK(g5.lower),+,1.0717967697244903,0,1.148748315591852,g6.lower→SINK(g6.lower),-,0,-2.0980762113533147,4.401923788646679,g4.lower→SINK(g4.lower),-,0,0,0
6,couple1,g5.upper→SINK(g5.upper),-,0,3.9999999999999996,15.999999999999996,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.upper→SINK(g4.upper),+,8,0,64
6,couple1,g5.lower→SINK(g5.lower),+,1.0717967697244903,0,1.148748315591852,g6.lower→SINK(g6.lower),-,0,-2.098076211353315,4.401923788646681,g4.upper→SINK(g4.upper),+,8,0,64
6,couple1,g5.lower→SINK(g5.lower),-,0,-3.9999999999999996,15.999999999999996,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.upper→SINK(g4.upper),-,0,0,0
6,couple1,g5.upper→SINK(g5.upper),+,14.928203230275509,0,222.85125168440814,g6.upper→SINK(g6.upper),-,0,-3.0980762113533165,9.59807621135332,g4.upper→SINK(g4.upper),-,0,0,0
6,couple1,g5.lower→SINK(g5.lower),-,0,-3.9999999999999996,15.999999999999996,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.upper→SINK(g4.upper),-,0,0,0
6,couple1,g5.lower→SINK(g5.lower),-,0,-3.999999999999999,15.999999999999991,g6.lower→SINK(g6.lower),-,0,-2.0980762113533147,4.401923788646679,g4.lower→SINK(g4.lower),-,0,0,0
6,couple1,g5.upper→SINK(g5.upper),+,14.928203230275509,0,222.85125168440814,g6.lower→SINK(g6.lower),-,0,-2.0980762113533147,4.401923788646679,g4.lower→SINK(g4.lower),-,0,0,0
6,couple1,g5.lower→SINK(g5.lower),-,0,-3.999999999999999,15.999999999999991,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.lower→SINK(g4.lower),-,0,0,0
6,couple1,g5.upper→SINK(g5.upper),-,0,3.9999999999999987,15.99999999999999,g6.lower→SINK(g6.lower),-,0,-2.0980762113533147,4.401923788646679,g4.lower→SINK(g4.lower),-,0,0,0
6,couple1,g5.lower→SINK(g5.lower),+,1.0717967697244917,0,1.148748315591855,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.lower→SINK(g4.lower),+,8,0,64
6,couple1,g5.lower→SINK(g5.lower),+,1.0717967697244903,0,1.148748315591852,g6.lower→SINK(g6.lower),-,0,-2.098076211353315,4.401923788646681,g4.upper→SINK(g4.upper),-,0,0,0
6,couple1,g5.upper→SINK(g5.upper),+,14.928203230275514,0,222.85125168440828,g6.lower→SINK(g6.lower),-,0,-2.098076211353315,4.401923788646681,g4.lower→SINK(g4.lower),+,8,0,64
6,couple1,g5.upper→SINK(g5.upper),-,0,3.999999999999999,15.999999999999991,g6.upper→SINK(g6.upper),-,0,-3.0980762113533165,9.59807621135332,g4.upper→SINK(g4.upper),-,0,0,0
6,couple1,g5.upper→SINK(g5.upper),-,0,3.9999999999999987,15.99999999999999,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.lower→SINK(g4.lower),+,8,0,64
6,couple1,g5.upper→SINK(g5.upper),-,0,3.9999999999999987,15.99999999999999,g6.lower→SINK(g6.lower),-,0,-2.098076211353315,4.401923788646681,g4.lower→SINK(g4.lower),+,8,0,64
6,couple1,g5.upper→SINK(g5.upper),+,14.928203230275509,0,222.85125168440814,g6.upper→SINK(g6.upper),-,0,-3.098076211353317,9.598076211353321,g4.lower→SINK(g4.lower),-,0,0,0
6,couple1,g5.upper→SINK(g5.upper),-,0,3.999999999999999,15.999999999999991,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.upper→SINK(g4.upper),-,0,0,0
6,couple1,g5.upper→SINK(g5.upper),+,14.92820323027551,0,222.8512516844082,g6.lower→SINK(g6.lower),-,0,-2.098076211353315,4.401923788646681,g4.upper→SINK(g4.upper),+,8,0,64
6,couple1,g5.upper→SINK(g5.upper),+,14.92820323027551,0,222.8512516844082,g6.upper→SINK(g6.upper),-,0,-3.098076211353317,9.598076211353321,g4.upper→SINK(g4.upper),+,8,0,64
6,couple1,g5.lower→SINK(g5.lower),+,1.0717967697244903,0,1.148748315591852,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.upper→SINK(g4.upper),+,8,0,64
6,couple1,g5.lower→SINK(g5.lower),+,1.0717967697244903,0,1.148748315591852,g6.upper→SINK(g6.upper),-,0,-3.0980762113533165,9.59807621135332,g4.upper→SINK(g4.upper),-,0,0,0
6,couple1,g5.lower→SINK(g5.lower),+,1.0717967697244903,0,1.148748315591852,g6.upper→SINK(g6.upper),-,0,-3.098076211353317,9.598076211353321,g4.lower→SINK(g4.lower),-,0,0,0
6,couple1,g5.lower→SINK(g5.lower),+,1.0717967697244903,0,1.148748315591852,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.upper→SINK(g4.upper),+,8,0,64
6,couple1,g5.lower→SINK(g5.lower),+,1.0717967697244903,0,1.148748315591852,g6.upper→SINK(g6.upper),-,0,-3.098076211353317,9.598076211353321,g4.upper→SINK(g4.upper),+,8,0,64
6,couple1,g5.upper→SINK(g5.upper),+,14.928203230275514,0,222.85125168440828,g6.upper→SINK(g6.upper),-,0,-3.0980762113533165,9.59807621135332,g4.lower→SINK(g4.lower),+,8,0,64
6,couple1,g5.upper→SINK(g5.upper),+,14.928203230275509,0,222.85125168440814,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.lower→SINK(g4.lower),-,0,0,0
6,couple1,g5.upper→SINK(g5.upper),-,0,3.999999999999999,15.999999999999991,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.upper→SINK(g4.upper),-,0,0,0
6,couple1,g5.lower→SINK(g5.lower),-,0,-3.9999999999999996,15.999999999999996,g6.lower→SINK(g6.lower),-,0,-2.098076211353315,4.401923788646681,g4.upper→SINK(g4.upper),+,8,0,64
7,couple2,g5.upper→SINK(g5.upper),+,14.928203230275509,0,222.85125168440814,g6.lower→SINK(g6.lower),-,0,-2.0980762113533147,4.401923788646679,g4.lower→SINK(g4.lower),-,0,0,0
7,couple2,g5.lower→SINK(g5.lower),-,0,-3.999999999999999,15.999999999999991,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.lower→SINK(g4.lower),+,8,0,64
7,couple2,g5.upper→SINK(g5.upper),-,0,3.9999999999999996,15.999999999999996,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.upper→SINK(g4.upper),+,8,0,64
7,couple2,g5.lower→SINK(g5.lower),+,1.0717967697244917,0,1.148748315591855,g6.upper→SINK(g6.upper),-,0,-3.0980762113533165,9.59807621135332,g4.lower→SINK(g4.lower),+,8,0,64
7,couple2,g5.lower→SINK(g5.lower),+,1.0717967697244903,0,1.148748315591852,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.upper→SINK(g4.upper),-,0,0,0
7,couple2,g5.upper→SINK(g5.upper),-,0,3.9999999999999996,15.999999999999996,g6.upper→SINK(g6.upper),-,0,-3.098076211353317,9.598076211353321,g4.upper→SINK(g4.upper),+,8,0,64
7,couple2,g5.lower→SINK(g5.lower),-,0,-3.9999999999999996,15.999999999999996,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.upper→SINK(g4.upper),+,8,0,64
7,couple2,g5.upper→SINK(g5.upper),+,14.928203230275509,0,222.85125168440814,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.lower→SINK(g4.lower),-,0,0,0
7,couple2,g5.upper→SINK(g5.upper),+,14.928203230275509,0,222.85125168440814,g6.upper→SINK(g6.upper),-,0,-3.098076211353317,9.598076211353321,g4.lower→SINK(g4.lower),-,0,0,0
7,couple2,g5.upper→SINK(g5.upper),-,0,3.999999999999999,15.999999999999991,g6.upper→SINK(g6.upper),-,0,-3.0980762113533165,9.59807621135332,g4.upper→SINK(g4.upper),-,0,0,0
7,couple2,g5.lower→SINK(g5.lower),-,0,-3.9999999999999996,15.999999999999996,g6.lower→SINK(g6.lower),-,0,-2.098076211353315,4.401923788646681,g4.upper→SINK(g4.upper),-,0,0,0
7,couple2,g5.lower→SINK(g5.lower),+,1.0717967697244903,0,1.148748315591852,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.upper→SINK(g4.upper),+,8,0,64
7,couple2,g5.upper→SINK(g5.upper),-,0,3.9999999999999987,15.99999999999999,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.lower→SINK(g4.lower),+,8,0,64
7,couple2,g5.lower→SINK(g5.lower),-,0,-3.999999999999999,15.999999999999991,g6.lower→SINK(g6.lower),-,0,-2.098076211353315,4.401923788646681,g4.lower→SINK(g4.lower),+,8,0,64
7,couple2,g5.lower→SINK(g5.lower),+,1.0717967697244903,0,1.148748315591852,g6.lower→SINK(g6.lower),-,0,-2.098076211353315,4.401923788646681,g4.upper→SINK(g4.upper),-,0,0,0
7,couple2,g5.lower→SINK(g5.lower),+,1.0717967697244903,0,1.148748315591852,g6.upper→SINK(g6.upper),-,0,-3.0980762113533165,9.59807621135332,g4.upper→SINK(g4.upper),-,0,0,0
7,couple2,g5.lower→SINK(g5.lower),+,1.0717967697244917,0,1.148748315591855,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.lower→SINK(g4.lower),+,8,0,64
7,couple2,g5.lower→SINK(g5.lower),+,1.0717967697244903,0,1.148748315591852,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.lower→SINK(g4.lower),-,0,0,0
7,couple2,g5.upper→SINK(g5.upper),-,0,3.999999999999999,15.999999999999991,g6.lower→SINK(g6.lower),-,0,-2.098076211353315,4.401923788646681,g4.upper→SINK(g4.upper),-,0,0,0
7,couple2,g5.upper→SINK(g5.upper),-,0,3.9999999999999987,15.99999999999999,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.lower→SINK(g4.lower),+,8,0,64
7,couple2,g5.lower→SINK(g5.lower),+,1.0717967697244903,0,1.148748315591852,g6.upper→SINK(g6.upper),-,0,-3.098076211353317,9.598076211353321,g4.lower→SINK(g4.lower),-,0,0,0
7,couple2,g5.upper→SINK(g5.upper),-,0,3.9999999999999987,15.99999999999999,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.lower→SINK(g4.lower),-,0,0,0
7,couple2,g5.upper→SINK(g5.upper),-,0,3.999999999999999,15.999999999999991,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.upper→SINK(g4.upper),-,0,0,0
7,couple2,g5.lower→SINK(g5.lower),-,0,-3.999999999999999,15.999999999999991,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.lower→SINK(g4.lower),-,0,0,0
7,couple2,g5.upper→SINK(g5.upper),-,0,3.9999999999999996,15.999999999999996,g6.lower→SINK(g6.lower),-,0,-2.098076211353315,4.401923788646681,g4.upper→SINK(g4.upper),+,8,0,64
7,couple2,g5.lower→SINK(g5.lower),-,0,-3.9999999999999996,15.999999999999996,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.upper→SINK(g4.upper),-,0,0,0
7,couple2,g5.lower→SINK(g5.lower),-,0,-3.999999999999999,15.999999999999991,g6.lower→SINK(g6.lower),-,0,-2.0980762113533147,4.401923788646679,g4.lower→SINK(g4.lower),-,0,0,0
7,couple2,g5.upper→SINK(g5.upper),+,14.928203230275514,0,222.85125168440828,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.lower→SINK(g4.lower),+,8,0,64
7,couple2,g5.upper→SINK(g5.upper),+,14.928203230275509,0,222.85125168440814,g6.lower→SINK(g6.lower),-,0,-2.098076211353315,4.401923788646681,g4.upper→SINK(g4.upper),-,0,0,0
7,couple2,g5.upper→SINK(g5.upper),-,0,3.9999999999999987,15.99999999999999,g6.lower→SINK(g6.lower),-,0,-2.098076211353315,4.401923788646681,g4.lower→SINK(g4.lower),+,8,0,64
7,couple2,g5.lower→SINK(g5.lower),+,1.0717967697244917,0,1.148748315591855,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.lower→SINK(g4.lower),+,8,0,64
7,couple2,g5.upper→SINK(g5.upper),-,0,3.9999999999999987,15.99999999999999,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.lower→SINK(g4.lower),-,0,0,0
7,couple2,g5.lower→SINK(g5.lower),+,1.0717967697244903,0,1.148748315591852,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.upper→SINK(g4.upper),-,0,0,0
7,couple2,g5.upper→SINK(g5.upper),+,14.92820323027551,0,222.8512516844082,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.upper→SINK(g4.upper),+,8,0,64
7,couple2,g5.upper→SINK(g5.upper),-,0,3.9999999999999987,15.99999999999999,g6.lower→SINK(g6.lower),-,0,-2.0980762113533147,4.401923788646679,g4.lower→SINK(g4.lower),-,0,0,0
7,couple2,g5.lower→SINK(g5.lower),+,1.0717967697244917,0,1.148748315591855,g6.lower→SINK(g6.lower),-,0,-2.098076211353315,4.401923788646681,g4.lower→SINK(g4.lower),+,8,0,64
7,couple2,g5.upper→SINK(g5.upper),+,14.928203230275514,0,222.85125168440828,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.lower→SINK(g4.lower),+,8,0,64
7,couple2,g5.upper→SINK(g5.upper),-,0,3.9999999999999987,15.99999999999999,g6.upper→SINK(g6.upper),-,0,-3.098076211353317,9.598076211353321,g4.lower→SINK(g4.lower),-,0,0,0
7,couple2,g5.upper→SINK(g5.upper),-,0,3.9999999999999987,15.99999999999999,g6.upper→SINK(g6.upper),-,0,-3.0980762113533165,9.59807621135332,g4.lower→SINK(g4.lower),+,8,0,64
7,couple2,g5.lower→SINK(g5.lower),-,0,-3.9999999999999996,15.999999999999996,g6.upper→SINK(g6.upper),-,0,-3.098076211353317,9.598076211353321,g4.upper→SINK(g4.upper),+,8,0,64
7,couple2,g5.lower→SINK(g5.lower),+,1.0717967697244903,0,1.148748315591852,g6.lower→SINK(g6.lower),-,0,-2.0980762113533147,4.401923788646679,g4.lower→SINK(g4.lower),-,0,0,0
7,couple2,g5.lower→SINK(g5.lower),-,0,-3.9999999999999996,15.999999999999996,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.upper→SINK(g4.upper),-,0,0,0
7,couple2,g5.upper→SINK(g5.upper),+,14.928203230275509,0,222.85125168440814,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.upper→SINK(g4.upper),-,0,0,0
7,couple2,g5.lower→SINK(g5.lower),-,0,-3.9999999999999996,15.999999999999996,g6.lower→SINK(g6.lower),-,0,-2.098076211353315,4.401923788646681,g4.upper→SINK(g4.upper),+,8,0,64
7,couple2,g5.upper→SINK(g5.upper),+,14.928203230275514,0,222.85125168440828,g6.upper→SINK(g6.upper),-,0,-3.0980762113533165,9.59807621135332,g4.lower→SINK(g4.lower),+,8,0,64
7,couple2,g5.lower→SINK(g5.lower),+,1.0717967697244903,0,1.148748315591852,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.upper→SINK(g4.upper),+,8,0,64
7,couple2,g5.lower→SINK(g5.lower),-,0,-3.999999999999999,15.999999999999991,g6.upper→SINK(g6.upper),-,0,-3.0980762113533165,9.59807621135332,g4.lower→SINK(g4.lower),+,8,0,64
7,couple2,g5.lower→SINK(g5.lower),-,0,-3.999999999999999,15.999999999999991,g6.upper→SINK(g6.upper),-,0,-3.098076211353317,9.598076211353321,g4.lower→SINK(g4.lower),-,0,0,0
7,couple2,g5.upper→SINK(g5.upper),+,14.928203230275509,0,222.85125168440814,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.lower→SINK(g4.lower),-,0,0,0
7,couple2,g5.lower→SINK(g5.lower),+,1.0717967697244903,0,1.148748315591852,g6.upper→SINK(g6.upper),-,0,-3.098076211353317,9.598076211353321,g4.upper→SINK(g4.upper),+,8,0,64
7,couple2,g5.upper→SINK(g5.upper),+,14.92820323027551,0,222.8512516844082,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.upper→SINK(g4.upper),+,8,0,64
7,couple2,g5.lower→SINK(g5.lower),-,0,-3.9999999999999996,15.999999999999996,g6.upper→SINK(g6.upper),-,0,-3.0980762113533165,9.59807621135332,g4.upper→SINK(g4.upper),-,0,0,0
7,couple2,g5.upper→SINK(g5.upper),+,14.92820323027551,0,222.8512516844082,g6.lower→SINK(g6.lower),-,0,-2.098076211353315,4.401923788646681,g4.upper→SINK(g4.upper),+,8,0,64
7,couple2,g5.lower→SINK(g5.lower),+,1.0717967697244903,0,1.148748315591852,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.lower→SINK(g4.lower),-,0,0,0
7,couple2,g5.lower→SINK(g5.lower),+,1.0717967697244903,0,1.148748315591852,g6.lower→SINK(g6.lower),-,0,-2.098076211353315,4.401923788646681,g4.upper→SINK(g4.upper),+,8,0,64
7,couple2,g5.upper→SINK(g5.upper),+,14.928203230275514,0,222.85125168440828,g6.lower→SINK(g6.lower),-,0,-2.098076211353315,4.401923788646681,g4.lower→SINK(g4.lower),+,8,0,64
7,couple2,g5.upper→SINK(g5.upper),+,14.928203230275509,0,222.85125168440814,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.upper→SINK(g4.upper),-,0,0,0
7,couple2,g5.lower→SINK(g5.lower),-,0,-3.999999999999999,15.999999999999991,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.lower→SINK(g4.lower),+,8,0,64
7,couple2,g5.upper→SINK(g5.upper),-,0,3.9999999999999996,15.999999999999996,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.upper→SINK(g4.upper),+,8,0,64
7,couple2,g5.upper→SINK(g5.upper),+,14.928203230275509,0,222.85125168440814,g6.upper→SINK(g6.upper),-,0,-3.0980762113533165,9.59807621135332,g4.upper→SINK(g4.upper),-,0,0,0
7,couple2,g5.upper→SINK(g5.upper),-,0,3.999999999999999,15.999999999999991,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.upper→SINK(g4.upper),-,0,0,0
7,couple2,g5.lower→SINK(g5.lower),-,0,-3.999999999999999,15.999999999999991,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.lower→SINK(g4.lower),-,0,0,0
7,couple2,g5.lower→SINK(g5.lower),-,0,-3.9999999999999996,15.999999999999996,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.upper→SINK(g4.upper),+,8,0,64
7,couple2,g5.upper→SINK(g5.upper),+,14.92820323027551,0,222.8512516844082,g6.upper→SINK(g6.upper),-,0,-3.098076211353317,9.598076211353321,g4.upper→SINK(g4.upper),+,8,0,64
8,observe,g5.upper→SINK(g5.upper),+,14.92820323027551,0,222.8512516844082,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.upper→SINK(g4.upper),+,8,0,64
8,observe,g5.upper→SINK(g5.upper),-,0,3.9999999999999987,15.99999999999999,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.lower→SINK(g4.lower),+,8,0,64
8,observe,g5.upper→SINK(g5.upper),+,14.928203230275514,0,222.85125168440828,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.lower→SINK(g4.lower),+,8,0,64
8,observe,g5.upper→SINK(g5.upper),+,14.928203230275509,0,222.85125168440814,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.lower→SINK(g4.lower),-,0,0,0
8,observe,g5.lower→SINK(g5.lower),-,0,-3.999999999999999,15.999999999999991,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.lower→SINK(g4.lower),+,8,0,64
8,observe,g5.lower→SINK(g5.lower),+,1.0717967697244903,0,1.148748315591852,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.upper→SINK(g4.upper),-,0,0,0
8,observe,g5.lower→SINK(g5.lower),+,1.0717967697244917,0,1.148748315591855,g6.upper→SINK(g6.upper),+,7.830127018922192,0,61.31088913245533,g4.lower→SINK(g4.lower),+,8,0,64
8,observe,g5.upper→SINK(g5.upper),-,0,3.9999999999999996,15.999999999999996,g6.lower→SINK(g6.lower),-,0,-2.098076211353315,4.401923788646681,g4.upper→SINK(g4.upper),+,8,0,64
8,observe,g5.lower→SINK(g5.lower),-,0,-3.999999999999999,15.999999999999991,g6.lower→SINK(g6.lower),-,0,-2.098076211353315,4.401923788646681,g4.lower→SINK(g4.lower),+,8,0,64
8,observe,g5.lower→SINK(g5.lower),-,0,-3.999999999999999,15.999999999999991,g6.upper→SINK(g6.upper),-,0,-3.098076211353317,9.598076211353321,g4.lower→SINK(g4.lower),-,0,0,0
8,observe,g5.lower→SINK(g5.lower),+,1.0717967697244903,0,1.148748315591852,g6.lower→SINK(g6.lower),-,0,-2.0980762113533147,4.401923788646679,g4.lower→SINK(g4.lower),-,0,0,0
8,observe,g5.lower→SINK(g5.lower),-,0,-3.9999999999999996,15.999999999999996,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.upper→SINK(g4.upper),-,0,0,0
8,observe,g5.upper→SINK(g5.upper),-,0,3.9999999999999996,15.999999999999996,g6.lower→SINK(g6.lower),+,-0.830127018922193,0,0.689110867544647,g4.upper→SINK(g4.upper),+,8,0,64
8,observe,g5.lower→SINK(g5.lower),+,1.0717967697244903,0,1.148748315591852,g6.upper→SINK(g6.upper),-,0,-3.098076211353317,9.598076211353321,g4.lower→SINK(g4.lower),-,0,0,0
8,observe,g5.upper→SINK(g5.upper),-,0,3.9999999999999987,15.99999999999999,g6.lower→SINK(g6.lower),-,0,-2.098076211353315,4.401923788646681,g4.lower→SINK(g4.lower),+,8,0,64
8,observe,g5.lower→SINK(g5.lower),+,1.0717967697244903,0,1.148748315591852,g6.lower→SINK(g6.lower),-,0,-2.098076211353315,4.401923788646681,g4.upper→SINK(g4.upper),-,0,0,0
